Date Posted,Source,Headline,Preview,Link,PTR Headline Sentiment,Flair Headline Outlook,Flair Headline Score,PTR Preview Sentiment,Flair Preview Outlook,Flair Preview Score
11/19/2024,BBC,Dominik Szoboszlai's late Panenka penalty for Hungary denies Germany in Nations League,https://www.middleeasteye.net/opinion/germany-not-holocaust-guilt-entrenched-racist-superiority,Liverpool midfielder Dominik Szoboszlai scores a Panenka penalty in the 99th minute as Hungary grab a late equaliser to deny Germany.,0.503,POSITIVE,0.653,0.542,NEGATIVE,0.936
11/20/2024,Al Jazeera,From far-right gains to the economy: What’s at stake in Germany’s election?,https://www.gov.uk/government/news/joint-declaration-by-the-foreign-ministers-of-germany-france-poland-italy-spain-and-the-united-kingdom-in-warsaw-19-november,Germans will head to the polls early next year after the coalition led by Chancellor Olaf Scholz collapsed.,0.511,NEGATIVE,0.745,0.515,POSITIVE,0.588
11/20/2024,The Economist,"Once dominant, Germany is now desperate",https://www.euractiv.com/section/defence-and-security/news/germany-rebuffs-polish-claims-of-new-eu-defence-bond-consensus/,"THE FINANCE ministry of the southern German state of Baden-Württemberg, home to giants like Bosch, Mercedes and zf Friedrichshafen, is not a...",0.5,NEGATIVE,0.99,0.538,NEGATIVE,0.977
11/21/2024,InfoMigrants,Germany pledges support for Sudanese refugees in Chad in land allocation scheme,https://www.telegraph.co.uk/world-news/2024/11/21/revealed-german-armys-secret-tips-in-case-of-russian-attack/,German Development Minister Svenja Schulze is visiting Chad to address the integration of over 700000 Sudanese refugees in what is currently...,0.505,NEGATIVE,0.966,0.522,NEGATIVE,0.903
11/20/2024,POLITICO.eu,Is Boris Pistorius the new face of Germany’s socialists?,https://www.bbc.com/sport/tennis/articles/c5ymevdlxk8o,Germany's defense minister is the country's most liked politician while Chancellor Olaf Scholz is one of its least popular.,0.564,POSITIVE,0.54,0.506,POSITIVE,0.938
11/19/2024,POLITICO.eu,Germany on mysterious broken cables in Baltic Sea: ‘It is sabotage’,https://www.atptour.com/en/news/germany-canada-davis-cup-2024-qf,"BERLIN — German Defense Minister Boris Pistorius on Tuesday said ""nobody believes"" that two broken telecommunications cables in the Baltic...",0.501,NEGATIVE,0.946,0.513,POSITIVE,0.856
11/18/2024,Financial Times,Germany and Finland ‘deeply concerned’ about severed undersea cable,https://gmk.center/en/news/germany-increased-steel-production-by-7-7-m-m-in-october/,"Germany and Finland have said they are “deeply concerned” about a severed undersea communications cable between the two countries,...",0.524,NEGATIVE,0.794,0.625,NEGATIVE,0.652
11/18/2024,BBC,German manufacturers warn of the sector's 'formidable crash',https://www.bbc.com/news/articles/c9dl4vxw501o,Germany's troubled manufacturing firms say they are facing a number of significant problems.,0.51,NEGATIVE,0.995,0.519,POSITIVE,0.777
11/21/2024,Euronews.com,October new car registrations inch up as Spain and Germany see rebound,https://www.standard.co.uk/sport/football/how-to-watch-hungary-vs-germany-free-tv-channel-live-stream-nations-league-today-b1194757.html,"EU new car registrations rose in October, boosted by robust performance in Germany and Spain.",0.546,NEGATIVE,0.998,0.516,POSITIVE,0.709
11/21/2024,World Politics Review,Germany’s ‘Traffic-Light Coalition’ Was Doomed From the Start,https://www.theguardian.com/world/2024/nov/19/olaf-scholz-boris-pistorius-germany-election-spd,"With the collapse of Scholz's government, German politics, long celebrated for its stability, has descended into turmoil. Why?",0.499,NEGATIVE,0.998,0.515,NEGATIVE,0.553
11/20/2024,UEFA.com,"UEFA Nations League Matchday 6 round-up: Germany and Netherlands held, Czechia and Wales promoted",https://finimize.com/content/ecb-eyes-rate-cuts-despite-germanys-wage-boom,"Dominik Szoboszlai struck late to earn Hungary a 1-1 draw with Germany on Tuesday, while Wales and Czechia earned automatic promotion to...",0.5,POSITIVE,0.987,0.508,NEGATIVE,0.693
11/18/2024,NATO - Homepage,"Pressrelease: NATO Secretary General meets the Minister of Foreign Affairs of Germany , 18-Nov.-2024",https://www.bbc.co.uk/sport/football/live/cwy5nygeyw4t,"On Monday, 18 November 2024, NATO Secretary General Mark Rutte will receive the Minister of Foreign Affairs of Germany, Ms Annalena Baerbock...",0.509,POSITIVE,0.882,0.511,POSITIVE,0.792
11/21/2024,DW,Germany: How three old men hope to save the Left Party,https://www.aljazeera.com/news/2024/11/20/from-far-right-gains-to-the-economy-whats-at-stake-in-germanys-election,"The Left Party has dramatically lost voter support. But for the general election in February, a trio of seniors is coming to the rescue...",0.508,POSITIVE,0.956,0.517,NEGATIVE,0.911
11/21/2024,The Lawyer,The equity stress test arrives in Germany,https://www.economist.com/europe/2024/11/20/once-dominant-germany-is-now-desperate,"Newly-minted partners don't tend to leave Germany's Hengeler Mueller. Indeed, of those in the last five promotion rounds, only a single partner out of 26...",0.504,NEGATIVE,0.729,0.514,NEGATIVE,0.91
11/21/2024,DW,Germany: SPD's Pistorius says he will not run for chancellor,https://www.infomigrants.net/en/post/61321/germany-pledges-support-for-sudanese-refugees-in-chad-in-land-allocation-scheme,"Defense Minister Boris Pistorius has published a video on the SPD's social media accounts saying he told the party leadership he ""was not...",0.519,NEGATIVE,0.971,0.534,POSITIVE,0.536
11/18/2024,The Guardian,Free Democrats reportedly planned German coalition exit weeks before final split,https://www.politico.eu/article/germany-defense-minister-boris-pistorius-social-democratic-party-olaf-scholz-military-german-election/,"Germany's pro-business Free Democratic party, which collapsed Olaf Scholz's governing coalition this month in a dispute over the budget,...",0.505,NEGATIVE,0.997,0.504,NEGATIVE,0.902
11/18/2024,Prospect Magazine,The struggle to ban Germany’s far-right AfD,https://www.politico.eu/article/baltic-sea-cable-damage-germany-sabotage/,More than 100 German MPs have backed a proposal to outlaw the Alternative for Germany party. But could a ban only make it more popular?,0.503,NEGATIVE,0.979,0.504,NEGATIVE,0.996
11/21/2024,UCLA Luskin,Anheier on Next Steps for Germany’s Next Government,https://www.ft.com/content/a160dccd-a946-4238-aba5-e6649a587296,"New German leadership will need bold action to be more effective than the previous administration, the UCLA expert writes.",0.546,POSITIVE,0.938,0.507,POSITIVE,0.957
11/21/2024,The Defense Post,QinetiQ Demos Rheinmetall Delta Target Drone Selected by Germany,https://www.bbc.com/news/articles/cvg5kpweqjzo,QinetiQ conducted the first flight of a Rheinmetall Delta B15 target drone recently as part of the German Uncrewed Aerial Training Services.,0.509,POSITIVE,0.893,0.519,POSITIVE,0.818
11/21/2024,GlobeNewswire,Germany Data Center Market Report and Forecasts 2024-2032:,https://www.euronews.com/business/2024/11/21/new-car-registrations-rebound-in-october-after-gains-in-spain-and-germany,"The Germany data center market is experiencing robust growth and transformation, driven by technological advancements, increasing data...",0.568,POSITIVE,0.961,0.56,POSITIVE,0.615
11/19/2024,Bundesliga | official website,5 reasons Germany will win Nations League,https://www.worldpoliticsreview.com/germany-politics-scholz-coalition/,Germany have built on a good UEFA Euro 2024 campaign to go unbeaten in the Nations League so far. bundesliga.com outlines why Julian...,0.509,POSITIVE,0.997,0.506,NEGATIVE,0.892
11/21/2024,Reuters,"Germany faces high corporate default risk in 2025, Bundesbank says",https://www.uefa.com/uefanationsleague/news/0293-1c5be8375790-0bb23df8e1a6-1000--uefa-nations-league-matchday-6-round-up-germany-and-netherla/,"Germany's economy is facing deep and profound challenges that could push up corporate insolvencies, keeping default risk elevated next year,...",0.525,NEGATIVE,0.991,0.508,POSITIVE,0.945
11/21/2024,Euronews.com,European hotspots for AI: These are the leading countries in 2024,https://www.nato.int/cps/en/natohq/news_230600.htm,"Germany has shown a huge improvement this year in a new ranking for the best hotspots for AI startups. Even so, Europe's strongest economy...",0.596,POSITIVE,0.998,0.509,POSITIVE,0.971
11/19/2024,Bundesliga | official website,Who are Germany’s potential quarter-final opponents?,https://www.dw.com/en/germany-how-three-old-men-hope-to-save-the-left-party/a-70835635,Germany have reached the quarter-finals of the 2024/25 UEFA Nations League after topping Group A3. Who can Julian Nagelsmann's men now face...,0.538,POSITIVE,0.829,0.508,NEGATIVE,0.903
11/21/2024,Travel And Tour World,Austria And Germany Lead Staycity Group’s Bold Expansion with 74.9% Stake in Felix Group and European Growth Plans,https://www.thelawyer.com/the-equity-stress-test-arrives-in-germany/,"Staycity Group, a prominent aparthotel operator, has revealed its acquisition of a 74.9% stake in the Felix Group, which is owned by...",0.558,POSITIVE,0.996,0.507,NEGATIVE,0.926
11/20/2024,The Guardian,German architecture award rescinded over British artist’s Israel boycott vow,https://www.dw.com/en/germany-spds-pistorius-says-he-will-not-run-for-chancellor/a-70853245,Schelling Architecture Foundation refuses to give James Bridle the €10k prize after signing of open letter.,0.504,NEGATIVE,0.989,0.514,NEGATIVE,0.996
11/21/2024,SchengenVisaInfo.com,Germany Urged to Support EU Travel Ban on Russian Diplomats,https://www.theguardian.com/world/2024/nov/17/free-democrats-reportedly-planned-german-coalition-exit-weeks-before-final-split,"Germany is being pushed to vote for a joint EU travel ban on Russian envoys. So far, Czechia, Denmark, the Netherlands, Poland,...",0.511,NEGATIVE,0.914,0.516,NEGATIVE,0.994
11/20/2024,The Guardian,"Ford to cut 4,000 jobs in Europe, with Germany and the UK hardest hit – as it happened",https://www.prospectmagazine.co.uk/world/europe/european-union/germany-news/68569/the-struggle-to-ban-germanys-far-right-afd,"Ford has announced it will cut 4,000 jobs in Europe, mainly in Germany and the UK. This amounts to 14% of the American carmaker's European...",0.502,POSITIVE,0.787,0.524,NEGATIVE,0.621
11/21/2024,Business Wire,"Wallbox DC Fast Charger, Supernova Passes Germany’s Eichrecht Certification",https://luskin.ucla.edu/anheier-on-next-steps-for-germanys-next-government,"Wallbox (NYSE: WBX), a leading provider of electric vehicle (EV) charging solutions, today announced that its Supernova DC fast charger was...",0.502,POSITIVE,0.999,0.528,POSITIVE,0.824
11/21/2024,RailFreight.com,German seaports fear rail connection cutoffs and demand higher budget next year,https://thedefensepost.com/2024/11/21/qinetiq-rheinmetall-target-drone/,"The German “Generalsanierung”, the major rework programme for the country's railway infrastructure, is of major concern for rail operators.",0.585,NEGATIVE,0.916,0.512,NEGATIVE,0.871
11/21/2024,Tyrepress,Kumho hosts “Bloc Meeting” conference in Germany,https://www.globenewswire.com/news-release/2024/11/21/2985395/0/en/Germany-Data-Center-Market-Report-and-Forecasts-2024-2032-Sustainable-Infrastructure-and-Advanced-Cooling-Systems-Shaping-the-Multi-Billion-Dollar-Landscape.html,"From 18 to 20 November, Kumho hosted its annual European Bloc Meeting at the Kumho Tire European headquarters in Offenbach am Main, Germany.",0.502,POSITIVE,0.91,0.538,POSITIVE,0.932
11/20/2024,Euronews.com,Germany's Olaf Scholz faces pressure to drop re-election campaign,https://www.bundesliga.com/en/bundesliga/news/5-reasons-germany-win-uefa-nations-league-musiala-wirtz-havertz-nagelsmann-29705,"Members of the German chancellor's Social Democratic Party are increasingly speculating that Scholz's defence minister, Boris Pistorius,...",0.499,NEGATIVE,0.999,0.51,POSITIVE,0.992
11/17/2024,POLITICO.eu,German Greens pick Economy Minister Habeck to lead snap election campaign,https://www.reuters.com/markets/europe/germany-faces-high-corporate-default-risk-2025-bundesbank-says-2024-11-21/,"A lot can change on all fronts,” Habeck declares, now that Greens no longer have to observe coalition compromises.",0.506,POSITIVE,0.992,0.532,NEGATIVE,0.892
11/20/2024,Geopolitical Monitor,Germany at a Crossroads: Coalition Breakdown Portends Sweeping Change in 2025,https://www.euronews.com/business/2024/11/21/germany-rises-as-france-falls-in-the-global-ranking-for-ai-startups,"The circumstances surrounding the breakdown of Germany's 'traffic light' coalition portend sweeping political and economic change in 2025,...",0.5,POSITIVE,0.98,0.554,NEGATIVE,0.988
11/18/2024,POLITICO.eu,Olaf Scholz on German missiles for Ukraine: It’s still a no,https://www.bundesliga.com/en/bundesliga/news/uefa-nations-league-quarter-semi-final-draw-germany-29770,Chancellor Olaf Scholz's refusal to provide long-range missiles comes after the White House reportedly allowed Ukraine to conduct long-range...,0.509,NEGATIVE,0.98,0.519,POSITIVE,0.781
11/19/2024,The Independent,Germany says sabotage behind cutting of telecoms cables in the Baltic Sea,https://www.travelandtourworld.com/news/article/austria-and-germany-lead-staycity-groups-bold-expansion-with-74-9-stake-in-felix-group-and-european-growth-plans/,"Two cables were cut, which connect Germany to Finland and Lithuania to Sweden.",0.518,NEGATIVE,0.998,0.547,POSITIVE,0.953
11/16/2024,LTA,Billie Jean King Cup Finals 2024: Great Britain defeat Germany to progess to quarter-finals,https://www.theguardian.com/world/2024/nov/18/german-architecture-award-rescinded-british-artist-israel-boycott-vow-james-bridle,Catch up with all the latest results and updates from Great Britain's Billie Jean King Cup tie against Germany.,0.513,POSITIVE,0.981,0.514,NEGATIVE,1.0
11/21/2024,The Telegraph,People smuggling gang which brought 750 illegal migrants to UK and Germany smashed,https://schengen.news/germany-urged-to-support-eu-travel-ban-on-russian-diplomats/,A people smuggling gang which brought 750 migrants to the UK and Germany has been smashed in a wave of arrests across Europe.,0.499,NEGATIVE,0.977,0.515,NEGATIVE,0.977
11/21/2024,PetrolPlaza.com,Daimler Truck receives funding to deploy 100 fuel cell trucks in Germany,https://www.theguardian.com/business/live/2024/nov/20/uk-inflation-picks-up-energy-bills-rise-business-live,Federal and state governments of the country will jointly support the company with a funding totaling € 226 million as part of the IPCEI...,0.509,POSITIVE,0.668,0.559,NEGATIVE,0.976
11/7/2024,GOV.UK,PM call with Chancellor Scholz of Germany: 8 November 2024,https://www.businesswire.com/news/home/20241121186368/en/Wallbox-DC-Fast-Charger-Supernova-Passes-Germany%E2%80%99s-Eichrecht-Certification,The Prime Minister spoke to German Chancellor Olaf Scholz this afternoon. The leaders reflected on the political situation in Germany and...,0.508,POSITIVE,0.901,0.508,POSITIVE,0.992
11/21/2024,Reuters,Angela Merkel's legacy under fire as she publishes memoirs,https://www.railfreight.com/policy/2024/11/21/german-seaports-fear-rail-connection-cutoffs-and-demand-higher-budget-next-year/,Former German Chancellor Angela Merkel describes her dealings with world leaders like Russian President Vladimir Putin and Donald Trump...,0.497,POSITIVE,0.72,0.562,NEGATIVE,0.992
11/21/2024,Forbes,German Winemakers Are Bringing Sekty Back To Sparkling Wine,https://www.tyrepress.com/2024/11/kumho-hosts-bloc-meeting-conference-in-germany/,"Sekt, Germany's sparkling wine and best kept secret, is having a renaissance. Is it posed to take its place between Champagne and Prosecco...",0.508,POSITIVE,0.999,0.506,NEGATIVE,0.951
11/15/2024,The Guardian,Shrinking GDP forecast adds to German woes after coalition collapse,https://www.euronews.com/my-europe/2024/11/20/germanys-olaf-scholz-faces-pressure-to-drop-re-election-campaign,"European Commission figures predict German economy, usually the engine of the EU, will contract O.1% this year.",0.508,NEGATIVE,1.0,0.507,NEGATIVE,0.939
11/20/2024,POLITICO.eu,Scholz campaigns on refusal to send long-range missiles to Ukraine,https://www.politico.eu/article/german-greens-snap-election-robert-habeck-fdp-spd-party-campaign/,German Chancellor Olaf Scholz is depicting the decision as evidence of his “prudence” ahead of a key election.,0.516,NEGATIVE,1.0,0.504,NEGATIVE,0.654
11/21/2024,SchengenVisaInfo.com,"Waiting Times for Obtaining German Citizenship in Some Cases Surpass 2 Years, Hessenschau Report Finds",https://www.geopoliticalmonitor.com/germany-at-a-crossroads-coalition-breakdown-portends-sweeping-change-in-2025/,"Some applicants are subject to long waiting times to acquire German citizenship, surpassing two years. A recent investigation by Hessenschau...",0.515,NEGATIVE,0.956,0.504,POSITIVE,0.7
11/14/2024,Chatham House,The break-up of Scholz’s coalition government signals the end of Germany’s old economic model,https://www.politico.eu/article/olaf-scholz-germany-no-missiles-ukraine-volodymyr-zelenskyy-russia-war/,The coalition could not agree how to fund new support for Ukraine and failed to fully implement the 'Zeitenwende'. A new government must push through reform.,0.512,NEGATIVE,0.646,0.512,NEGATIVE,0.935
11/21/2024,The Economist,Germany cannot afford to wait to relax its debt brake,https://www.independent.co.uk/news/world/europe/germany-cable-baltic-sea-russia-b2649669.html,"GERMAN POLITICIANS and economists have bickered over the country's “debt brake” for years. So it was no surprise that a row over the rule,...",0.499,NEGATIVE,0.603,0.535,POSITIVE,0.518
11/20/2024,Reuters,"Exclusive: In high-wage Germany, Volkswagen's labour costs outstrip the competition",https://www.lta.org.uk/fan-zone/billie-jean-king-cup/news/2024-finals-great-britain-vs-germany-results-updates/,"As Volkswagen and unions gear up for the next round of talks over wages and plant closures in Germany, company and industry data reviewed by...",0.509,NEGATIVE,0.627,0.512,POSITIVE,0.545
11/21/2024,mint,Germany prepares for potential war with Russia: Secret ‘Operations Plan Germany’ | Today News,https://www.telegraph.co.uk/news/2024/11/21/people-smuggling-uk-germany-gang-raids-europe-migrants/,"Ukraine's use of US-supplied ATACMS missiles in Russia has raised fears of escalation, with Moscow warning of potential direct conflict...",0.536,POSITIVE,0.799,0.519,NEGATIVE,0.956
11/16/2024,BBC,Germany 7-0 Bosnia-Herzegovina: Kai Havertz among scorers in record Nations League win,https://www.mobilityplaza.org/news/39555,Arsenal forward Kai Havertz is among the goalscorers as Germany thrash Bosnia-Herzegovina to claim a record Nations League victory and win...,0.51,POSITIVE,0.999,0.517,POSITIVE,0.979
11/21/2024,DW,Germany: Inveterate Holocaust denier Haverbeck dies at 96,https://www.gov.uk/government/news/pm-call-with-chancellor-scholz-of-germany-8-november-2024,"Ursula Haverbeck, who was repeatedly convicted for denying the facts of the Holocaust, has died. She was still appealing a recent conviction...",0.5,NEGATIVE,0.76,0.517,NEGATIVE,0.89
11/17/2024,UEFA.com,Highlights: Germany 7-0 Bosnia and Herzegovina,https://www.reuters.com/world/europe/angela-merkel-memoir-recalls-tricks-dealing-with-donald-trump-2024-11-21/,Watch the best of the action as Germany enjoyed a magical night in Freiburg as they scored seven goals and kept a clean sheet. Now playing.,0.506,POSITIVE,0.994,0.517,POSITIVE,0.773
11/21/2024,tovima.com,"September in Greece Winning Tourists Over from US, Germany",https://www.forbes.com/sites/michellewilliams/2024/11/21/german-winemakers-are-bringing-sekty-back-to-sparkling-wine/,"Travelers from the US and Germany supported Greece's tourism sector in September reflecting a longer tourist season, according to data...",0.527,POSITIVE,0.988,0.507,POSITIVE,0.929
11/17/2024,Al Jazeera,Germany thrash Bosnia 7-0; Netherlands beat Hungary 4-0 in Nations League,https://www.theguardian.com/world/2024/nov/15/germany-shrinking-gdp-economy-growth-france-eu-commission,Netherlands have entered the UEFA Nations League quarterfinals after outclassing Hungary with a 4-0 victory while record-setting Germany...,0.506,NEGATIVE,0.762,0.531,NEGATIVE,0.949
11/21/2024,Recycling Today,Speira commissions new furnace in Germany,https://www.politico.eu/article/olaf-scholz-campaign-germany-election-long-range-missiles-war-in-ukraine/,Germany-based recycled-content aluminum alloys producer Speira GmbH says it has commissioned a new melting furnace in its headquarters city...,0.579,POSITIVE,0.998,0.509,NEGATIVE,0.887
11/19/2024,Euronews,Finland and Germany discover severed data cable through Baltic Sea,https://schengen.news/waiting-times-for-obtaining-german-citizenship-in-some-cases-surpass-2-years-hessenschau-report-finds/,"In a joint statement, the two countries said the damage comes at a time that “our European security is not only under threat from Russia's...",0.529,NEGATIVE,1.0,0.518,NEGATIVE,0.965
11/21/2024,Yahoo Finance,Key witness is Germany's 'cum-ex' tax fraud scandal goes on trial,https://www.chathamhouse.org/2024/11/break-scholzs-coalition-government-signals-end-germanys-old-economic-model,"A criminal trial against one of the key figures in Germany's sprawling ""cum-ex"" tax scandal began on Thursday before a court in the western...",0.505,POSITIVE,0.971,0.509,NEGATIVE,0.959
11/20/2024,Reuters,Germany declines to say it backs EU defence bonds after Warsaw talks,https://www.economist.com/leaders/2024/11/20/germany-cannot-afford-to-wait-to-relax-its-debt-brake,"Berlin declined to say on Wednesday if it supports a proposal for the European Union to issue defence bonds, after Poland's foreign minister...",0.497,NEGATIVE,0.992,0.504,NEGATIVE,0.995
11/14/2024,BBC,Germany plans February election after coalition collapse,https://www.reuters.com/business/autos-transportation/high-wage-germany-vws-labour-costs-outstrip-competition-2024-11-20/,"Germany is set to hold elections on 23 February, following the collapse of the governing coalition. The country was plunged into crisis...",0.518,NEGATIVE,0.942,0.53,POSITIVE,0.594
11/21/2024,Eunews,"German SPD in turmoil: Scholz on the brink, Pistorius option gains momentum",https://www.livemint.com/news/world/germany-prepares-for-potential-war-with-russia-secret-operations-plan-germany-11732206160012.html,"With four months to go before Germany's early elections, the Social Democrats are split over who will be the candidate for chancellor.",0.507,POSITIVE,0.838,0.537,POSITIVE,0.743
11/16/2024,POLITICO.eu,"Positively surprised by call with Trump, Germany’s Scholz says",https://www.bbc.co.uk/sport/football/live/cgqyz0xdgg3t,German Chancellor Olaf Scholz said he was positively surprised by his phone call with Donald Trump following the Republican's reelection as US president last...,0.519,POSITIVE,0.979,0.511,POSITIVE,0.765
11/21/2024,The New York Times,Should Olaf Scholz Step Aside in the New Race for German Chancellor?,https://www.dw.com/en/germany-inveterate-holocaust-denier-haverbeck-dies-at-96/a-70840940,"Earlier this month, as he prepared to give one of the most important speeches of his political career, Chancellor Olaf Scholz of Germany...",0.555,NEGATIVE,0.978,0.504,NEGATIVE,0.864
11/7/2024,Financial Times,Is Germany’s business model broken?,https://www.uefa.com/uefanationsleague/video/highlights/0293-1c59fc43c23b-59bc9dcbf6c9-1000--highlights-germany-7-0-bosnia-and-herzegovina/,"He is far from alone. “Germany's business model is in grave danger — not some time in the future, but here and now,” Siegfried Russwurm, the...",0.579,NEGATIVE,0.987,0.508,POSITIVE,0.888
11/21/2024,European Supermarket Magazine,Germany’s Globus Posts Positive Results In A Challenging Financial Year,https://www.tovima.com/tourism/september-in-greece-winning-tourists-over-from-us-germany/,"German retailer Globus Group closed its 2023/24 financial year with a 'positive earnings performance', as EBIT increased by 2.4%,...",0.606,POSITIVE,0.988,0.519,POSITIVE,0.961
11/19/2024,Defense News,"France, Germany, UK, US make Norway’s billion-dollar frigate shortlist",https://www.aljazeera.com/sports/2024/11/17/germany-thrash-bosnia-7-0-netherlands-beat-hungary-4-0-in-nations-league,"PARIS — Norway has narrowed the choice of possible partner countries for its future frigate program to France, Germany, the U.K. and the...",0.521,NEGATIVE,0.998,0.51,NEGATIVE,0.83
11/18/2024,Reuters,"Germany to publish new defence industry strategy by year end, says minister",https://www.recyclingtoday.com/news/speira-aluminum-recycling-production-new-furnace-germany-ghi/,"The German government will publish its new defence industry strategy, which aims to cut red tape and accelerate arms production, by the end...",0.636,NEGATIVE,0.771,0.545,NEGATIVE,0.946
11/20/2024,Bavarian Football Works,Match Awards from Germany’s 1-1 heartbreaking draw to Hungary,https://www.euronews.com/my-europe/2024/11/18/finland-and-germany-investigate-severed-undersea-data-cable,"Germany ended the UEFA Nations League in perhaps not the most astonishing fashion, but with another hard-fought game.",0.503,POSITIVE,0.995,0.528,NEGATIVE,0.954
11/17/2024,DW,Germany approves more professional visas amid labor shortage,https://finance.yahoo.com/news/key-witness-germanys-cum-ex-115720846.html,"Europe's largest economy is on target to grant 200000 visas for skilled job seekers by the end of the year, a 10% jump compared to last year...",0.499,NEGATIVE,0.903,0.514,POSITIVE,0.696
11/21/2024,AP News,"Ursula Haverbeck, German far-right activist repeatedly convicted for Holocaust denial, dies at 96",https://www.reuters.com/world/europe/germany-declines-say-it-backs-eu-defence-bonds-after-warsaw-talks-2024-11-20/,"Ursula Haverbeck, a prominent German extreme-right figure who accumulated a string of convictions for denying the Holocaust, has died,...",0.504,NEGATIVE,0.932,0.514,NEGATIVE,0.967
